FECHA_CORTE;UBIGEO;ANIO;DEPARTAMENTO;PROVINCIA;DISTRITO;REGION_NATURAL;TIPO_MUNICIPALIDAD;POB_TOTAL_INEI;POB_URBANA_INEI;POB_RURAL_INEI;CLASIFICACION_MUNICIPAL_MEF;DISPOSICION_FINAL_ADECUADA;TIPO_SITIO_DISPOSICION_FINAL_ADECUADA;NOMBRE_SITIO_DISPOSICION_FINAL_ADECUADA;TIPO_ADMINISTRADOR_SITIO_DISPOSICION_FINAL_ADECUADA;COBERTURA_DISPOSICION_FINAL_ADECUADA;RESIDUOS_MUNICIPALES_DISPUESTOS
20240410;10101;2022;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;SELVA;PROVINCIAL;40274;39322;952;A;0;;;;0;0
20240410;10102;2022;AMAZONAS;CHACHAPOYAS;ASUNCION;SELVA;DISTRITAL;276;132;144;F;0;;;;0;0
20240410;10103;2022;AMAZONAS;CHACHAPOYAS;BALSAS;SIERRA;DISTRITAL;1158;281;877;G;0;;;;0;0
20240410;10104;2022;AMAZONAS;CHACHAPOYAS;CHETO;SIERRA;DISTRITAL;707;444;263;F;0;;;;0;0
20240410;10105;2022;AMAZONAS;CHACHAPOYAS;CHILIQUIN;SIERRA;DISTRITAL;575;148;427;G;0;;;;0;0
20240410;10106;2022;AMAZONAS;CHACHAPOYAS;CHUQUIBAMBA;SIERRA;DISTRITAL;1910;443;1467;G;0;;;;0;0
20240410;10107;2022;AMAZONAS;CHACHAPOYAS;GRANADA;SELVA;DISTRITAL;543;164;379;F;0;;;;0;0
20240410;10108;2022;AMAZONAS;CHACHAPOYAS;HUANCAS;SIERRA;DISTRITAL;1500;1428;72;E;0;;;;0;0
20240410;10109;2022;AMAZONAS;CHACHAPOYAS;LA JALCA;SELVA;DISTRITAL;3697;1922;1775;F;548.25;RELLENO SANITARIO;R.S. MARISCAL CASTILLA-ALTO UTCUBAMBA;GOBIERNO LOCAL;1922;519.98
20240410;10110;2022;AMAZONAS;CHACHAPOYAS;LEIMEBAMBA;SELVA;DISTRITAL;3781;2672;1109;E;341.94;RELLENO SANITARIO;R.S. MARISCAL CASTILLA-ALTO UTCUBAMBA;GOBIERNO LOCAL;2672;345.5
20240410;10111;2022;AMAZONAS;CHACHAPOYAS;LEVANTO;SIERRA;DISTRITAL;789;397;392;F;94.3;RELLENO SANITARIO;R.S. MAGDALENA-TILACANCHA;GOBIERNO LOCAL;397;92.18
20240410;10112;2022;AMAZONAS;CHACHAPOYAS;MAGDALENA;SELVA;DISTRITAL;906;697;209;E;180.77;RELLENO SANITARIO;R.S. MAGDALENA-TILACANCHA;GOBIERNO LOCAL;697;183.85
20240410;10113;2022;AMAZONAS;CHACHAPOYAS;MARISCAL CASTILLA;SELVA;DISTRITAL;1586;1025;561;E;245.52;RELLENO SANITARIO;R.S. MARISCAL CASTILLA-ALTO UTCUBAMBA;GOBIERNO LOCAL;1025;249.73
20240410;10114;2022;AMAZONAS;CHACHAPOYAS;MOLINOPAMPA;SIERRA;DISTRITAL;2235;535;1700;G;0;;;;0;0
20240410;10115;2022;AMAZONAS;CHACHAPOYAS;MONTEVIDEO;SELVA;DISTRITAL;472;426;46;E;91.44;RELLENO SANITARIO;R.S. MARISCAL CASTILLA-ALTO UTCUBAMBA;GOBIERNO LOCAL;426;94.54
20240410;10116;2022;AMAZONAS;CHACHAPOYAS;OLLEROS;SELVA;DISTRITAL;441;127;314;F;0;;;;0;0
20240410;10117;2022;AMAZONAS;CHACHAPOYAS;QUINJALCA;SELVA;DISTRITAL;778;77;701;G;0;;;;0;0
20240410;10118;2022;AMAZONAS;CHACHAPOYAS;SAN FRANCISCO DE DAGUAS;SELVA;DISTRITAL;326;227;99;E;0;;;;0;0
20240410;10119;2022;AMAZONAS;CHACHAPOYAS;SAN ISIDRO DE MAINO;SELVA;DISTRITAL;581;392;189;E;76.31;RELLENO SANITARIO;R.S. MAGDALENA-TILACANCHA;GOBIERNO LOCAL;392;72.76
20240410;10120;2022;AMAZONAS;CHACHAPOYAS;SOLOCO;SELVA;DISTRITAL;1243;180;1063;G;0;;;;0;0
20240410;10121;2022;AMAZONAS;CHACHAPOYAS;SONCHE;SELVA;DISTRITAL;280;97;183;F;0;;;;0;0
20240410;10201;2022;AMAZONAS;BAGUA;BAGUA;SELVA;PROVINCIAL;30479;27620;2859;A;5959.46;RELLENO SANITARIO;R.S. BAGUA (JICA-BID);GOBIERNO LOCAL;27620;7564.53
20240410;10202;2022;AMAZONAS;BAGUA;ARAMANGO;SELVA;DISTRITAL;9919;2685;7234;G;1147.56;RELLENO SANITARIO;R.S. BAGUA (JICA-BID);GOBIERNO LOCAL;2685;1120.03
20240410;10203;2022;AMAZONAS;BAGUA;COPALLIN;SELVA;DISTRITAL;4452;2158;2294;F;523.02;RELLENO SANITARIO;R.S. BAGUA (JICA-BID);GOBIERNO LOCAL;2158;506.36
20240410;10204;2022;AMAZONAS;BAGUA;EL PARCO;SELVA;DISTRITAL;1273;646;627;F;170.77;RELLENO SANITARIO;R.S. BAGUA (JICA-BID);GOBIERNO LOCAL;646;181.9
20240410;10205;2022;AMAZONAS;BAGUA;IMAZA;SELVA;DISTRITAL;33338;5781;27557;G;0;;;;0;0
20240410;10206;2022;AMAZONAS;BAGUA;LA PECA;SELVA;DISTRITAL;6374;3871;2503;F;760.52;RELLENO SANITARIO;R.S. BAGUA (JICA-BID);GOBIERNO LOCAL;3871;746.83
20240410;10301;2022;AMAZONAS;BONGARA;JUMBILLA;SELVA;PROVINCIAL;1283;1046;237;B;0;;;;0;0
20240410;10302;2022;AMAZONAS;BONGARA;CHISQUILLA;SELVA;DISTRITAL;313;118;195;F;0;;;;0;0
20240410;10303;2022;AMAZONAS;BONGARA;CHURUJA;SELVA;DISTRITAL;298;287;11;E;74.68;RELLENO SANITARIO;R.S. SAN CARLOS-BONGARA;GOBIERNO LOCAL;287;70.79
20240410;10304;2022;AMAZONAS;BONGARA;COROSHA;SELVA;DISTRITAL;835;79;756;G;0;;;;0;0
20240410;10305;2022;AMAZONAS;BONGARA;CUISPES;SELVA;DISTRITAL;662;359;303;F;98.66;RELLENO SANITARIO;R.S. SAN CARLOS-BONGARA;GOBIERNO LOCAL;359;97.12
20240410;10306;2022;AMAZONAS;BONGARA;FLORIDA;SELVA;DISTRITAL;6353;3763;2590;F;0;;;;0;0
20240410;10307;2022;AMAZONAS;BONGARA;JAZAN;SELVA;DISTRITAL;7774;6493;1281;E;664.27;RELLENO SANITARIO;R.S. SAN CARLOS-BONGARA;GOBIERNO LOCAL;6493;660.13
20240410;10308;2022;AMAZONAS;BONGARA;RECTA;SELVA;DISTRITAL;216;61;155;G;0;;;;0;0
20240410;10309;2022;AMAZONAS;BONGARA;SAN CARLOS;SELVA;DISTRITAL;579;414;165;E;114.97;RELLENO SANITARIO;R.S. SAN CARLOS-BONGARA;GOBIERNO LOCAL;414;125.21
20240410;10310;2022;AMAZONAS;BONGARA;SHIPASBAMBA;SELVA;DISTRITAL;1716;879;837;F;234.85;RELLENO SANITARIO;R.S. SAN CARLOS-BONGARA;GOBIERNO LOCAL;879;174.17
20240410;10311;2022;AMAZONAS;BONGARA;VALERA;SELVA;DISTRITAL;775;245;530;G;68.9;RELLENO SANITARIO;R.S. SAN CARLOS-BONGARA;GOBIERNO LOCAL;245;25.55
20240410;10312;2022;AMAZONAS;BONGARA;YAMBRASBAMBA;SELVA;DISTRITAL;5645;2133;3512;F;0;;;;0;0
20240410;10401;2022;AMAZONAS;CONDORCANQUI;NIEVA;SELVA;PROVINCIAL;20264;4178;16086;B;0;;;;0;0
20240410;10402;2022;AMAZONAS;CONDORCANQUI;EL CENEPA;SELVA;DISTRITAL;13122;1208;11914;G;0;;;;0;0
20240410;10403;2022;AMAZONAS;CONDORCANQUI;RIO SANTIAGO;SELVA;DISTRITAL;18696;2501;16195;G;0;;;;0;0
20240410;10501;2022;AMAZONAS;LUYA;LAMUD;SIERRA;PROVINCIAL;2345;2078;267;B;545.14;RELLENO SANITARIO;R.S. LUYA-CHILLAOS;GOBIERNO LOCAL;2078;518.89
20240410;10502;2022;AMAZONAS;LUYA;CAMPORREDONDO;SELVA;DISTRITAL;7644;4656;2988;F;0;;;;0;0
20240410;10503;2022;AMAZONAS;LUYA;COCABAMBA;SELVA;DISTRITAL;1983;336;1647;G;0;;;;0;0
20240410;10504;2022;AMAZONAS;LUYA;COLCAMAR;SIERRA;DISTRITAL;1838;1157;681;F;274.17;RELLENO SANITARIO;R.S. MAGDALENA-TILACANCHA;GOBIERNO LOCAL;1157;268.64
20240410;10505;2022;AMAZONAS;LUYA;CONILA;SELVA;DISTRITAL;1875;1040;835;F;138.44;RELLENO SANITARIO;R.S. LUYA-CHILLAOS;GOBIERNO LOCAL;1040;135.57
20240410;10506;2022;AMAZONAS;LUYA;INGUILPATA;SIERRA;DISTRITAL;451;302;149;F;72.27;RELLENO SANITARIO;R.S. LUYA-CHILLAOS;GOBIERNO LOCAL;302;70.12
20240410;10507;2022;AMAZONAS;LUYA;LONGUITA;SELVA;DISTRITAL;860;199;661;G;34.21;RELLENO SANITARIO;R.S. MAGDALENA-TILACANCHA;GOBIERNO LOCAL;199;33.2
20240410;10508;2022;AMAZONAS;LUYA;LONYA CHICO;SIERRA;DISTRITAL;817;318;499;F;75.48;RELLENO SANITARIO;R.S. LUYA-CHILLAOS;GOBIERNO LOCAL;318;73.84
20240410;10509;2022;AMAZONAS;LUYA;LUYA;SIERRA;DISTRITAL;4047;2308;1739;F;428.88;RELLENO SANITARIO;R.S. LUYA-CHILLAOS;GOBIERNO LOCAL;2308;421.21
20240410;10510;2022;AMAZONAS;LUYA;LUYA VIEJO;SIERRA;DISTRITAL;398;398;0;E;75.31;RELLENO SANITARIO;R.S. LUYA-CHILLAOS;GOBIERNO LOCAL;398;84.7
20240410;10511;2022;AMAZONAS;LUYA;MARIA;SELVA;DISTRITAL;752;364;388;F;100;RELLENO SANITARIO;R.S. MAGDALENA-TILACANCHA;GOBIERNO LOCAL;364;98.48
20240410;10512;2022;AMAZONAS;LUYA;OCALLI;SELVA;DISTRITAL;3957;1591;2366;F;0;;;;0;0
20240410;10513;2022;AMAZONAS;LUYA;OCUMAL;SELVA;DISTRITAL;3641;504;3137;G;0;;;;0;0
20240410;10514;2022;AMAZONAS;LUYA;PISUQUIA;SIERRA;DISTRITAL;4940;366;4574;G;0;;;;0;0
20240410;10515;2022;AMAZONAS;LUYA;PROVIDENCIA;SIERRA;DISTRITAL;1356;250;1106;G;0;;;;0;0
20240410;10516;2022;AMAZONAS;LUYA;SAN CRISTOBAL;SIERRA;DISTRITAL;520;409;111;E;56.01;RELLENO SANITARIO;R.S. LUYA-CHILLAOS;GOBIERNO LOCAL;409;55.6
20240410;10517;2022;AMAZONAS;LUYA;SAN FRANCISCO DEL YESO;SIERRA;DISTRITAL;711;356;355;F;83.74;RELLENO SANITARIO;R.S. MARISCAL CASTILLA-ALTO UTCUBAMBA;GOBIERNO LOCAL;356;82.66
20240410;10518;2022;AMAZONAS;LUYA;SAN JERONIMO;SIERRA;DISTRITAL;571;181;390;G;0;;;;0;0
20240410;10519;2022;AMAZONAS;LUYA;SAN JUAN DE LOPECANCHA;SELVA;DISTRITAL;411;62;349;G;17.43;RELLENO SANITARIO;R.S. MARISCAL CASTILLA-ALTO UTCUBAMBA;GOBIERNO LOCAL;62;16.77
20240410;10520;2022;AMAZONAS;LUYA;SANTA CATALINA;SIERRA;DISTRITAL;2189;437;1752;G;0;;;;0;0
20240410;10521;2022;AMAZONAS;LUYA;SANTO TOMAS;SELVA;DISTRITAL;2935;813;2122;G;145.06;RELLENO SANITARIO;R.S. MARISCAL CASTILLA-ALTO UTCUBAMBA;GOBIERNO LOCAL;813;139.89
20240410;10522;2022;AMAZONAS;LUYA;TINGO;SIERRA;DISTRITAL;1381;776;605;F;178.95;RELLENO SANITARIO;R.S. MAGDALENA-TILACANCHA;GOBIERNO LOCAL;776;180.18
20240410;10523;2022;AMAZONAS;LUYA;TRITA;SIERRA;DISTRITAL;1459;886;573;F;176.74;RELLENO SANITARIO;R.S. LUYA-CHILLAOS;GOBIERNO LOCAL;886;175.55
20240410;10601;2022;AMAZONAS;RODRIGUEZ DE MENDOZA;SAN NICOLAS;SELVA;PROVINCIAL;6594;5457;1137;B;0;;;;0;0
20240410;10602;2022;AMAZONAS;RODRIGUEZ DE MENDOZA;CHIRIMOTO;SELVA;DISTRITAL;2946;73;2873;G;0;;;;0;0
20240410;10603;2022;AMAZONAS;RODRIGUEZ DE MENDOZA;COCHAMAL;SELVA;DISTRITAL;639;554;85;E;0;;;;0;0
20240410;10604;2022;AMAZONAS;RODRIGUEZ DE MENDOZA;HUAMBO;SELVA;DISTRITAL;2515;727;1788;G;0;;;;0;0
20240410;10605;2022;AMAZONAS;RODRIGUEZ DE MENDOZA;LIMABAMBA;SELVA;DISTRITAL;2338;420;1918;G;0;;;;0;0
20240410;10606;2022;AMAZONAS;RODRIGUEZ DE MENDOZA;LONGAR;SELVA;DISTRITAL;1621;864;757;F;0;;;;0;0
20240410;10607;2022;AMAZONAS;RODRIGUEZ DE MENDOZA;MARISCAL BENAVIDES;SELVA;DISTRITAL;1519;1020;499;F;0;;;;0;0
20240410;10608;2022;AMAZONAS;RODRIGUEZ DE MENDOZA;MILPUC;SELVA;DISTRITAL;405;229;176;F;0;;;;0;0
20240410;10609;2022;AMAZONAS;RODRIGUEZ DE MENDOZA;OMIA;SELVA;DISTRITAL;10206;633;9573;G;0;;;;0;0
20240410;10610;2022;AMAZONAS;RODRIGUEZ DE MENDOZA;SANTA ROSA;SELVA;DISTRITAL;526;156;370;G;0;;;;0;0
20240410;10611;2022;AMAZONAS;RODRIGUEZ DE MENDOZA;TOTORA;SELVA;DISTRITAL;286;64;222;G;0;;;;0;0
20240410;10612;2022;AMAZONAS;RODRIGUEZ DE MENDOZA;VISTA ALEGRE;SELVA;DISTRITAL;4504;493;4011;G;0;;;;0;0
20240410;10701;2022;AMAZONAS;UTCUBAMBA;BAGUA GRANDE;SIERRA;PROVINCIAL;58947;40172;18775;A;0;;;;0;0
20240410;10702;2022;AMAZONAS;UTCUBAMBA;CAJARURO;SELVA;DISTRITAL;23916;7649;16267;G;0;;;;0;0
20240410;10703;2022;AMAZONAS;UTCUBAMBA;CUMBA;SIERRA;DISTRITAL;8620;3049;5571;F;0;;;;0;0
20240410;10704;2022;AMAZONAS;UTCUBAMBA;EL MILAGRO;SIERRA;DISTRITAL;6551;3040;3511;F;0;;;;0;0
20240410;10705;2022;AMAZONAS;UTCUBAMBA;JAMALCA;SIERRA;DISTRITAL;7087;1270;5817;G;0;;;;0;0
20240410;10706;2022;AMAZONAS;UTCUBAMBA;LONYA GRANDE;SELVA;DISTRITAL;11509;4005;7504;F;0;;;;0;0
20240410;10707;2022;AMAZONAS;UTCUBAMBA;YAMON;SIERRA;DISTRITAL;3249;558;2691;G;0;;;;0;0
20240410;20101;2022;ANCASH;HUARAZ;HUARAZ;SIERRA;PROVINCIAL;69882;62721;7161;A;0;;;;0;0
20240410;20102;2022;ANCASH;HUARAZ;COCHABAMBA;SIERRA;DISTRITAL;1669;397;1272;G;0;;;;0;0
20240410;20103;2022;ANCASH;HUARAZ;COLCABAMBA;SIERRA;DISTRITAL;252;100;152;F;0;;;;0;0
20240410;20104;2022;ANCASH;HUARAZ;HUANCHAY;SIERRA;DISTRITAL;1608;247;1361;G;0;;;;0;0
20240410;20105;2022;ANCASH;HUARAZ;INDEPENDENCIA;SIERRA;DISTRITAL;90711;74178;16533;D;23782.76;RELLENO SANITARIO;R.S. INDEPENDENCIA;GOBIERNO LOCAL;74178;24034.29
20240410;20106;2022;ANCASH;HUARAZ;JANGAS;SIERRA;DISTRITAL;5292;2562;2730;F;0;;;;0;0
20240410;20107;2022;ANCASH;HUARAZ;LA LIBERTAD;SIERRA;DISTRITAL;1095;254;841;G;0;;;;0;0
20240410;20108;2022;ANCASH;HUARAZ;OLLEROS;SIERRA;DISTRITAL;2498;1161;1337;F;0;;;;0;0
20240410;20109;2022;ANCASH;HUARAZ;PAMPAS;SIERRA;DISTRITAL;973;294;679;G;0;;;;0;0
20240410;20110;2022;ANCASH;HUARAZ;PARIACOTO;SIERRA;DISTRITAL;5328;1266;4062;G;0;;;;0;0
20240410;20111;2022;ANCASH;HUARAZ;PIRA;SIERRA;DISTRITAL;3456;1044;2412;G;0;;;;0;0
20240410;20112;2022;ANCASH;HUARAZ;TARICA;SIERRA;DISTRITAL;7848;1962;5886;G;454.27;;;;0;0
20240410;20201;2022;ANCASH;AIJA;AIJA;SIERRA;PROVINCIAL;2184;1005;1179;B;0;;;;0;0
20240410;20202;2022;ANCASH;AIJA;CORIS;SIERRA;DISTRITAL;1538;328;1210;G;0;;;;0;0
20240410;20203;2022;ANCASH;AIJA;HUACLLAN;SIERRA;DISTRITAL;327;179;148;F;0;;;;0;0
20240410;20204;2022;ANCASH;AIJA;LA MERCED;SIERRA;DISTRITAL;1418;210;1208;G;0;;;;0;0
20240410;20205;2022;ANCASH;AIJA;SUCCHA;SIERRA;DISTRITAL;703;264;439;F;0;;;;0;0
20240410;20301;2022;ANCASH;ANTONIO RAYMONDI;LLAMELLIN;SIERRA;PROVINCIAL;3325;1708;1617;B;0;;;;0;0
20240410;20302;2022;ANCASH;ANTONIO RAYMONDI;ACZO;SIERRA;DISTRITAL;1863;708;1155;F;0;;;;0;0
20240410;20303;2022;ANCASH;ANTONIO RAYMONDI;CHACCHO;SIERRA;DISTRITAL;1283;377;906;G;0;;;;0;0
20240410;20304;2022;ANCASH;ANTONIO RAYMONDI;CHINGAS;SIERRA;DISTRITAL;1843;792;1051;F;0;;;;0;0
20240410;20305;2022;ANCASH;ANTONIO RAYMONDI;MIRGAS;SIERRA;DISTRITAL;3986;1106;2880;G;0;;;;0;0
20240410;20306;2022;ANCASH;ANTONIO RAYMONDI;SAN JUAN DE RONTOY;SIERRA;DISTRITAL;1104;159;945;G;0;;;;0;0
20240410;20401;2022;ANCASH;ASUNCION;CHACAS;SIERRA;PROVINCIAL;4665;1822;2843;B;0;;;;0;0
20240410;20402;2022;ANCASH;ASUNCION;ACOCHACA;SIERRA;DISTRITAL;2792;209;2583;G;0;;;;0;0
20240410;20501;2022;ANCASH;BOLOGNESI;CHIQUIAN;SIERRA;PROVINCIAL;3990;3692;298;B;0;;;;0;0
20240410;20502;2022;ANCASH;BOLOGNESI;ABELARDO PARDO LEZAMETA;SIERRA;DISTRITAL;203;163;40;E;0;;;;0;0
20240410;20503;2022;ANCASH;BOLOGNESI;ANTONIO RAYMONDI;SIERRA;DISTRITAL;958;300;658;G;0;;;;0;0
20240410;20504;2022;ANCASH;BOLOGNESI;AQUIA;SIERRA;DISTRITAL;1925;949;976;F;0;;;;0;0
20240410;20505;2022;ANCASH;BOLOGNESI;CAJACAY;SIERRA;DISTRITAL;1899;688;1211;F;160.6;RELLENO SANITARIO;R.S. CAJACAY;GOBIERNO LOCAL;688;159.75
20240410;20506;2022;ANCASH;BOLOGNESI;CANIS;SIERRA;DISTRITAL;246;236;10;E;0;;;;0;0
20240410;20507;2022;ANCASH;BOLOGNESI;COLQUIOC;COSTA;DISTRITAL;2183;1484;699;E;0;;;;0;0
20240410;20508;2022;ANCASH;BOLOGNESI;HUALLANCA;SIERRA;DISTRITAL;6304;5174;1130;E;0;;;;0;0
20240410;20509;2022;ANCASH;BOLOGNESI;HUASTA;SIERRA;DISTRITAL;1210;908;302;E;0;;;;0;0
20240410;20510;2022;ANCASH;BOLOGNESI;HUAYLLACAYAN;SIERRA;DISTRITAL;1298;313;985;G;0;;;;0;0
20240410;20511;2022;ANCASH;BOLOGNESI;LA PRIMAVERA;SIERRA;DISTRITAL;399;293;106;E;0;;;;0;0
20240410;20512;2022;ANCASH;BOLOGNESI;MANGAS;SIERRA;DISTRITAL;486;350;136;E;0;;;;0;0
20240410;20513;2022;ANCASH;BOLOGNESI;PACLLON;SIERRA;DISTRITAL;792;694;98;E;0;;;;0;0
20240410;20514;2022;ANCASH;BOLOGNESI;SAN MIGUEL DE CORPANQUI;SIERRA;DISTRITAL;429;350;79;E;0;;;;0;0
20240410;20515;2022;ANCASH;BOLOGNESI;TICLLOS;SIERRA;DISTRITAL;580;495;85;E;0;;;;0;0
20240410;20601;2022;ANCASH;CARHUAZ;CARHUAZ;SIERRA;PROVINCIAL;16917;10483;6434;B;820.38;RELLENO SANITARIO;R.S. CARHUAZ;GOBIERNO LOCAL;10483;996.86
20240410;20602;2022;ANCASH;CARHUAZ;ACOPAMPA;SIERRA;DISTRITAL;2820;988;1832;F;0;;;;0;0
20240410;20603;2022;ANCASH;CARHUAZ;AMASHCA;SIERRA;DISTRITAL;1491;686;805;F;0;;;;0;0
20240410;20604;2022;ANCASH;CARHUAZ;ANTA;SIERRA;DISTRITAL;2613;737;1876;G;0;;;;0;0
20240410;20605;2022;ANCASH;CARHUAZ;ATAQUERO;SIERRA;DISTRITAL;1628;276;1352;G;0;;;;0;0
20240410;20606;2022;ANCASH;CARHUAZ;MARCARA;SIERRA;DISTRITAL;11067;3913;7154;F;0;;;;0;0
20240410;20607;2022;ANCASH;CARHUAZ;PARIAHUANCA;SIERRA;DISTRITAL;1454;605;849;F;0;;;;0;0
20240410;20608;2022;ANCASH;CARHUAZ;SAN MIGUEL DE ACO;SIERRA;DISTRITAL;2498;364;2134;G;0;;;;0;0
20240410;20609;2022;ANCASH;CARHUAZ;SHILLA;SIERRA;DISTRITAL;2886;916;1970;G;0;;;;0;0
20240410;20610;2022;ANCASH;CARHUAZ;TINCO;SIERRA;DISTRITAL;3995;1636;2359;F;0;;;;0;0
20240410;20611;2022;ANCASH;CARHUAZ;YUNGAR;SIERRA;DISTRITAL;3300;693;2607;G;0;;;;0;0
20240410;20701;2022;ANCASH;CARLOS F. FITZCARRALD;SAN LUIS;SIERRA;PROVINCIAL;10842;3446;7396;B;0;;;;0;0
20240410;20702;2022;ANCASH;CARLOS F. FITZCARRALD;SAN NICOLAS;SIERRA;DISTRITAL;3101;968;2133;G;0;;;;0;0
20240410;20703;2022;ANCASH;CARLOS F. FITZCARRALD;YAUYA;SIERRA;DISTRITAL;3982;757;3225;G;0;;;;0;0
20240410;20801;2022;ANCASH;CASMA;CASMA;COSTA;PROVINCIAL;42209;38111;4098;A;0;;;;0;0
20240410;20802;2022;ANCASH;CASMA;BUENA VISTA ALTA;COSTA;DISTRITAL;5645;2770;2875;F;0;;;;0;0
20240410;20803;2022;ANCASH;CASMA;COMANDANTE NOEL;COSTA;DISTRITAL;2375;1648;727;E;0;;;;0;0
20240410;20804;2022;ANCASH;CASMA;YAUTAN;COSTA;DISTRITAL;9376;3215;6161;F;0;;;;0;0
20240410;20901;2022;ANCASH;CORONGO;CORONGO;SIERRA;PROVINCIAL;1795;1310;485;B;0;;;;0;0
20240410;20902;2022;ANCASH;CORONGO;ACO;SIERRA;DISTRITAL;352;181;171;F;0;;;;0;0
20240410;20903;2022;ANCASH;CORONGO;BAMBAS;SIERRA;DISTRITAL;464;379;85;E;0;;;;0;0
20240410;20904;2022;ANCASH;CORONGO;CUSCA;SIERRA;DISTRITAL;2901;1056;1845;F;0;;;;0;0
20240410;20905;2022;ANCASH;CORONGO;LA PAMPA;SIERRA;DISTRITAL;1044;767;277;E;0;;;;0;0
20240410;20906;2022;ANCASH;CORONGO;YANAC;SIERRA;DISTRITAL;638;227;411;F;0;;;;0;0
20240410;20907;2022;ANCASH;CORONGO;YUPAN;SIERRA;DISTRITAL;712;662;50;E;0;;;;0;0
20240410;21001;2022;ANCASH;HUARI;HUARI;SIERRA;PROVINCIAL;9786;6070;3716;B;0;;;;0;0
20240410;21002;2022;ANCASH;HUARI;ANRA;SIERRA;DISTRITAL;1371;264;1107;G;0;;;;0;0
20240410;21003;2022;ANCASH;HUARI;CAJAY;SIERRA;DISTRITAL;2637;615;2022;G;0;;;;0;0
20240410;21004;2022;ANCASH;HUARI;CHAVIN DE HUANTAR;SIERRA;DISTRITAL;8464;2228;6236;G;0;;;;0;0
20240410;21005;2022;ANCASH;HUARI;HUACACHI;SIERRA;DISTRITAL;1830;742;1088;F;0;;;;0;0
20240410;21006;2022;ANCASH;HUARI;HUACCHIS;SIERRA;DISTRITAL;1330;870;460;F;0;;;;0;0
20240410;21007;2022;ANCASH;HUARI;HUACHIS;SIERRA;DISTRITAL;3614;1547;2067;F;0;;;;0;0
20240410;21008;2022;ANCASH;HUARI;HUANTAR;SIERRA;DISTRITAL;2737;901;1836;F;0;;;;0;0
20240410;21009;2022;ANCASH;HUARI;MASIN;SIERRA;DISTRITAL;1297;712;585;F;0;;;;0;0
20240410;21010;2022;ANCASH;HUARI;PAUCAS;SIERRA;DISTRITAL;1511;1177;334;E;0;;;;0;0
20240410;21011;2022;ANCASH;HUARI;PONTO;SIERRA;DISTRITAL;2647;831;1816;G;0;;;;0;0
20240410;21012;2022;ANCASH;HUARI;RAHUAPAMPA;SIERRA;DISTRITAL;764;520;244;E;0;;;;0;0
20240410;21013;2022;ANCASH;HUARI;RAPAYAN;SIERRA;DISTRITAL;1433;632;801;F;0;;;;0;0
20240410;21014;2022;ANCASH;HUARI;SAN MARCOS;SIERRA;DISTRITAL;19991;4892;15099;G;0;;;;0;0
20240410;21015;2022;ANCASH;HUARI;SAN PEDRO DE CHANA;SIERRA;DISTRITAL;2724;1059;1665;F;0;;;;0;0
20240410;21016;2022;ANCASH;HUARI;UCO;SIERRA;DISTRITAL;1246;620;626;F;0;;;;0;0
20240410;21101;2022;ANCASH;HUARMEY;HUARMEY;COSTA;PROVINCIAL;27805;23924;3881;A;0;;;;0;0
20240410;21102;2022;ANCASH;HUARMEY;COCHAPETI;COSTA;DISTRITAL;797;212;585;G;0;;;;0;0
20240410;21103;2022;ANCASH;HUARMEY;CULEBRAS;COSTA;DISTRITAL;3424;1718;1706;F;0;;;;0;0
20240410;21104;2022;ANCASH;HUARMEY;HUAYAN;COSTA;DISTRITAL;950;349;601;F;0;;;;0;0
20240410;21105;2022;ANCASH;HUARMEY;MALVAS;COSTA;DISTRITAL;742;301;441;F;0;;;;0;0
20240410;21201;2022;ANCASH;HUAYLAS;CARAZ;SIERRA;PROVINCIAL;27281;15605;11676;B;5584.02;RELLENO SANITARIO;R.S. EL OMBU;GOBIERNO LOCAL;15605;5516.57
20240410;21202;2022;ANCASH;HUAYLAS;HUALLANCA;SIERRA;DISTRITAL;1130;535;595;F;0;;;;0;0
20240410;21203;2022;ANCASH;HUAYLAS;HUATA;SIERRA;DISTRITAL;1377;188;1189;G;0;;;;0;0
20240410;21204;2022;ANCASH;HUAYLAS;HUAYLAS;SIERRA;DISTRITAL;1682;350;1332;G;0;;;;0;0
20240410;21205;2022;ANCASH;HUAYLAS;MATO;SIERRA;DISTRITAL;1928;916;1012;F;0;;;;0;0
20240410;21206;2022;ANCASH;HUAYLAS;PAMPAROMAS;SIERRA;DISTRITAL;8578;414;8164;G;0;;;;0;0
20240410;21207;2022;ANCASH;HUAYLAS;PUEBLO LIBRE;SIERRA;DISTRITAL;7001;455;6546;G;0;;;;0;0
20240410;21208;2022;ANCASH;HUAYLAS;SANTA CRUZ;SIERRA;DISTRITAL;4568;627;3941;G;0;;;;0;0
20240410;21209;2022;ANCASH;HUAYLAS;SANTO TORIBIO;SIERRA;DISTRITAL;1069;233;836;G;0;;;;0;0
20240410;21210;2022;ANCASH;HUAYLAS;YURACMARCA;SIERRA;DISTRITAL;2239;455;1784;G;0;;;;0;0
20240410;21301;2022;ANCASH;MARISCAL LUZURIAGA;PISCOBAMBA;SIERRA;PROVINCIAL;3063;1362;1701;B;0;;;;0;0
