FECHA_CORTE;UBIGEO;ANIO;DEPARTAMENTO;PROVINCIA;DISTRITO;REGION_NATURAL;TIPO_MUNICIPALIDAD;POB_TOTAL_INEI;POB_URBANA_INEI;POB_RURAL_INEI;CLASIFICACION_MUNICIPAL_MEF;DISPOSICION_FINAL_ADECUADA;TIPO_SITIO_DISPOSICION_FINAL_ADECUADA;NOMBRE_SITIO_DISPOSICION_FINAL_ADECUADA;TIPO_ADMINISTRADOR_SITIO_DISPOSICION_FINAL_ADECUADA;COBERTURA_DISPOSICION_FINAL_ADECUADA;RESIDUOS_MUNICIPALES_DISPUESTOS
20240410;150717;2022;LIMA;HUAROCHIRI;SAN BARTOLOME;SIERRA;DISTRITAL;1041;725;316;F;0;;;;0;0
20240410;150718;2022;LIMA;HUAROCHIRI;SAN DAMIAN;SIERRA;DISTRITAL;1089;910;179;E;0;;;;0;0
20240410;150719;2022;LIMA;HUAROCHIRI;SAN JUAN DE IRIS;SIERRA;DISTRITAL;623;618;5;E;0;;;;0;0
20240410;150720;2022;LIMA;HUAROCHIRI;SAN JUAN DE TANTARANCHE;SIERRA;DISTRITAL;333;313;20;E;0;;;;0;0
20240410;150721;2022;LIMA;HUAROCHIRI;SAN LORENZO DE QUINTI;SIERRA;DISTRITAL;1095;926;169;E;0;;;;0;0
20240410;150722;2022;LIMA;HUAROCHIRI;SAN MATEO;SIERRA;DISTRITAL;3823;3307;516;E;0;;;;0;0
20240410;150723;2022;LIMA;HUAROCHIRI;SAN MATEO DE OTAO;SIERRA;DISTRITAL;1285;160;1125;G;38.77;RELLENO SANITARIO;R.S. HUAYCOLORO;EO-RS;160;37.15
20240410;150724;2022;LIMA;HUAROCHIRI;SAN PEDRO DE CASTA;SIERRA;DISTRITAL;851;642;209;E;0;;;;0;0
20240410;150725;2022;LIMA;HUAROCHIRI;SAN PEDRO DE HUANCAYRE;SIERRA;DISTRITAL;189;174;15;E;0;;;;0;0
20240410;150726;2022;LIMA;HUAROCHIRI;SANGALLAYA;SIERRA;DISTRITAL;620;162;458;G;0;;;;0;0
20240410;150727;2022;LIMA;HUAROCHIRI;SANTA CRUZ DE COCACHACRA;SIERRA;DISTRITAL;2645;2360;285;E;250.64;RELLENO SANITARIO;R.S. HUAYCOLORO;EO-RS;2360;258.42
20240410;150728;2022;LIMA;HUAROCHIRI;SANTA EULALIA;COSTA;DISTRITAL;13490;12765;725;E;3580.57;RELLENO SANITARIO;R.S. HUAYCOLORO;EO-RS;12765;3585.09
20240410;150729;2022;LIMA;HUAROCHIRI;SANTIAGO DE ANCHUCAYA;SIERRA;DISTRITAL;269;265;4;E;0;;;;0;0
20240410;150730;2022;LIMA;HUAROCHIRI;SANTIAGO DE TUNA;SIERRA;DISTRITAL;353;279;74;E;0;;;;0;0
20240410;150731;2022;LIMA;HUAROCHIRI;SANTO DOMINGO DE LOS OLLEROS;COSTA;DISTRITAL;3365;519;2846;G;135.19;RELLENO SANITARIO;R.S. PORTILLO GRANDE;EO-RS;519;132.1
20240410;150732;2022;LIMA;HUAROCHIRI;SURCO;SIERRA;DISTRITAL;1322;945;377;F;223.69;RELLENO SANITARIO;R.S. HUAYCOLORO;EO-RS;945;219.42
20240410;150801;2022;LIMA;HUAURA;HUACHO;COSTA;PROVINCIAL;72159;71471;688;A;26334.74;RELLENO SANITARIO;R.S. HUAURA (JICA-BID);GOBIERNO LOCAL;71471;26563.95
20240410;150802;2022;LIMA;HUAURA;AMBAR;COSTA;DISTRITAL;1991;349;1642;G;0;;;;0;0
20240410;150803;2022;LIMA;HUAURA;CALETA DE CARQUIN;COSTA;DISTRITAL;9126;9002;124;D;1276.97;RELLENO SANITARIO;R.S. HUAURA (JICA-BID);GOBIERNO LOCAL;9002;1314.45
20240410;150804;2022;LIMA;HUAURA;CHECRAS;SIERRA;DISTRITAL;832;463;369;F;0;;;;0;0
20240410;150805;2022;LIMA;HUAURA;HUALMAY;COSTA;DISTRITAL;29126;29033;93;D;11000.83;RELLENO SANITARIO;R.S. HUAURA (JICA-BID);GOBIERNO LOCAL;29033;11224.07
20240410;150806;2022;LIMA;HUAURA;HUAURA;COSTA;DISTRITAL;37758;33623;4135;D;9079.83;RELLENO SANITARIO;R.S. HUAURA (JICA-BID);GOBIERNO LOCAL;33623;11646.98
20240410;150807;2022;LIMA;HUAURA;LEONCIO PRADO;SIERRA;DISTRITAL;1957;468;1489;G;0;;;;0;0
20240410;150808;2022;LIMA;HUAURA;PACCHO;SIERRA;DISTRITAL;1454;840;614;F;0;;;;0;0
20240410;150809;2022;LIMA;HUAURA;SANTA LEONOR;SIERRA;DISTRITAL;786;476;310;F;0;;;;0;0
20240410;150810;2022;LIMA;HUAURA;SANTA MARIA;COSTA;DISTRITAL;40340;37455;2885;D;9169.4;RELLENO SANITARIO;R.S. HUAURA (JICA-BID);GOBIERNO LOCAL;37455;9339.84
20240410;150811;2022;LIMA;HUAURA;SAYAN;COSTA;DISTRITAL;25199;16343;8856;F;0;;;;0;0
20240410;150812;2022;LIMA;HUAURA;VEGUETA;COSTA;DISTRITAL;29269;24986;4283;E;6217.14;RELLENO SANITARIO;R.S. HUAURA (JICA-BID);GOBIERNO LOCAL;24986;6287.87
20240410;150901;2022;LIMA;OYON;OYON;SIERRA;PROVINCIAL;11863;9672;2191;B;0;;;;0;0
20240410;150902;2022;LIMA;OYON;ANDAJES;SIERRA;DISTRITAL;447;294;153;E;0;;;;0;0
20240410;150903;2022;LIMA;OYON;CAUJUL;SIERRA;DISTRITAL;486;182;304;F;0;;;;0;0
20240410;150904;2022;LIMA;OYON;COCHAMARCA;SIERRA;DISTRITAL;982;292;690;G;0;;;;0;0
20240410;150905;2022;LIMA;OYON;NAVAN;SIERRA;DISTRITAL;801;231;570;G;0;;;;0;0
20240410;150906;2022;LIMA;OYON;PACHANGARA;SIERRA;DISTRITAL;2273;1806;467;E;0;;;;0;0
20240410;151001;2022;LIMA;YAUYOS;YAUYOS;SIERRA;PROVINCIAL;1200;1002;198;B;232.59;;;;0;0
20240410;151002;2022;LIMA;YAUYOS;ALIS;SIERRA;DISTRITAL;1474;225;1249;G;0;;;;0;0
20240410;151003;2022;LIMA;YAUYOS;AYAUCA;SIERRA;DISTRITAL;999;423;576;F;0;;;;0;0
20240410;151004;2022;LIMA;YAUYOS;AYAVIRI;SIERRA;DISTRITAL;491;469;22;E;0;;;;0;0
20240410;151005;2022;LIMA;YAUYOS;AZANGARO;SIERRA;DISTRITAL;389;120;269;G;0;;;;0;0
20240410;151006;2022;LIMA;YAUYOS;CACRA;SIERRA;DISTRITAL;522;203;319;F;0;;;;0;0
20240410;151007;2022;LIMA;YAUYOS;CARANIA;SIERRA;DISTRITAL;142;107;35;E;0;;;;0;0
20240410;151008;2022;LIMA;YAUYOS;CATAHUASI;SIERRA;DISTRITAL;1063;704;359;F;0;;;;0;0
20240410;151009;2022;LIMA;YAUYOS;CHOCOS;SIERRA;DISTRITAL;736;229;507;G;0;;;;0;0
20240410;151010;2022;LIMA;YAUYOS;COCHAS;SIERRA;DISTRITAL;205;192;13;E;0;;;;0;0
20240410;151011;2022;LIMA;YAUYOS;COLONIA;SIERRA;DISTRITAL;1049;383;666;F;0;;;;0;0
20240410;151012;2022;LIMA;YAUYOS;HONGOS;SIERRA;DISTRITAL;307;275;32;E;0;;;;0;0
20240410;151013;2022;LIMA;YAUYOS;HUAMPARA;SIERRA;DISTRITAL;127;119;8;E;0;;;;0;0
20240410;151014;2022;LIMA;YAUYOS;HUANCAYA;SIERRA;DISTRITAL;474;406;68;E;0;;;;0;0
20240410;151015;2022;LIMA;YAUYOS;HUANGASCAR;SIERRA;DISTRITAL;642;357;285;F;0;;;;0;0
20240410;151016;2022;LIMA;YAUYOS;HUANTAN;SIERRA;DISTRITAL;945;593;352;F;0;;;;0;0
20240410;151017;2022;LIMA;YAUYOS;HUAÑEC;SIERRA;DISTRITAL;441;410;31;E;0;;;;0;0
20240410;151018;2022;LIMA;YAUYOS;LARAOS;SIERRA;DISTRITAL;481;333;148;E;0;;;;0;0
20240410;151019;2022;LIMA;YAUYOS;LINCHA;SIERRA;DISTRITAL;379;101;278;G;0;;;;0;0
20240410;151020;2022;LIMA;YAUYOS;MADEAN;SIERRA;DISTRITAL;504;173;331;F;0;;;;0;0
20240410;151021;2022;LIMA;YAUYOS;MIRAFLORES;SIERRA;DISTRITAL;191;150;41;E;0;;;;0;0
20240410;151022;2022;LIMA;YAUYOS;OMAS;SIERRA;DISTRITAL;615;347;268;F;0;;;;0;0
20240410;151023;2022;LIMA;YAUYOS;PUTINZA;SIERRA;DISTRITAL;526;474;52;E;0;;;;0;0
20240410;151024;2022;LIMA;YAUYOS;QUINCHES;SIERRA;DISTRITAL;510;335;175;F;0;;;;0;0
20240410;151025;2022;LIMA;YAUYOS;QUINOCAY;SIERRA;DISTRITAL;392;329;63;E;0;;;;0;0
20240410;151026;2022;LIMA;YAUYOS;SAN JOAQUIN;SIERRA;DISTRITAL;146;121;25;E;0;;;;0;0
20240410;151027;2022;LIMA;YAUYOS;SAN PEDRO DE PILAS;SIERRA;DISTRITAL;251;192;59;E;0;;;;0;0
20240410;151028;2022;LIMA;YAUYOS;TANTA;SIERRA;DISTRITAL;505;489;16;E;0;;;;0;0
20240410;151029;2022;LIMA;YAUYOS;TAURIPAMPA;SIERRA;DISTRITAL;481;349;132;E;0;;;;0;0
20240410;151030;2022;LIMA;YAUYOS;TOMAS;SIERRA;DISTRITAL;436;191;245;F;0;;;;0;0
20240410;151031;2022;LIMA;YAUYOS;TUPE;SIERRA;DISTRITAL;472;266;206;F;0;;;;0;0
20240410;151032;2022;LIMA;YAUYOS;VIÑAC;SIERRA;DISTRITAL;1606;576;1030;F;0;;;;0;0
20240410;151033;2022;LIMA;YAUYOS;VITIS;SIERRA;DISTRITAL;248;236;12;E;0;;;;0;0
20240410;160101;2022;LORETO;MAYNAS;IQUITOS;SELVA;PROVINCIAL;164196;161946;2250;A;49075.3;RELLENO SANITARIO;R.S. EL TREINTA;EO-RS;161946;49515.75
20240410;160102;2022;LORETO;MAYNAS;ALTO NANAY;SELVA;DISTRITAL;3372;745;2627;G;0;;;;0;0
20240410;160103;2022;LORETO;MAYNAS;FERNANDO LORES;SELVA;DISTRITAL;13577;5585;7992;F;0;;;;0;0
20240410;160104;2022;LORETO;MAYNAS;INDIANA;SELVA;DISTRITAL;11604;4103;7501;F;0;;;;0;0
20240410;160105;2022;LORETO;MAYNAS;LAS AMAZONAS;SELVA;DISTRITAL;8249;2453;5796;G;0;;;;0;0
20240410;160106;2022;LORETO;MAYNAS;MAZAN;SELVA;DISTRITAL;14164;5092;9072;F;0;;;;0;0
20240410;160107;2022;LORETO;MAYNAS;NAPO;SELVA;DISTRITAL;17988;3971;14017;G;0;;;;0;0
20240410;160108;2022;LORETO;MAYNAS;PUNCHANA;SELVA;DISTRITAL;90609;82721;7888;D;24098.53;RELLENO SANITARIO;R.S. EL TREINTA;EO-RS;82721;24585.86
20240410;160110;2022;LORETO;MAYNAS;TORRES CAUSANA;SELVA;DISTRITAL;5068;480;4588;G;0;;;;0;0
20240410;160112;2022;LORETO;MAYNAS;BELEN;SELVA;DISTRITAL;71162;61698;9464;D;21263.83;RELLENO SANITARIO;R.S. EL TREINTA;EO-RS;61698;21586
20240410;160113;2022;LORETO;MAYNAS;SAN JUAN BAUTISTA;SELVA;DISTRITAL;159614;141026;18588;D;46910.24;RELLENO SANITARIO;R.S. SAN JUAN BAUTISTA (JICA-BID);GOBIERNO LOCAL;141026;49293.64
20240410;160201;2022;LORETO;ALTO AMAZONAS;YURIMAGUAS;SELVA;PROVINCIAL;108870;88288;20582;A;0;;;;0;0
20240410;160202;2022;LORETO;ALTO AMAZONAS;BALSAPUERTO;SELVA;DISTRITAL;17360;1111;16249;G;0;;;;0;0
20240410;160205;2022;LORETO;ALTO AMAZONAS;JEBEROS;SELVA;DISTRITAL;4712;2526;2186;F;0;;;;0;0
20240410;160206;2022;LORETO;ALTO AMAZONAS;LAGUNAS;SELVA;DISTRITAL;13739;8505;5234;F;0;;;;0;0
20240410;160210;2022;LORETO;ALTO AMAZONAS;SANTA CRUZ;SELVA;DISTRITAL;4296;842;3454;G;0;;;;0;0
20240410;160211;2022;LORETO;ALTO AMAZONAS;TENIENTE CESAR LOPEZ ROJAS;SELVA;DISTRITAL;6259;3317;2942;F;0;;;;0;0
20240410;160301;2022;LORETO;LORETO;NAUTA;SELVA;PROVINCIAL;34208;23036;11172;B;7681.88;RELLENO SANITARIO;R.S. MANUAL NAUTA;GOBIERNO LOCAL;23036;7807.56
20240410;160302;2022;LORETO;LORETO;PARINARI;SELVA;DISTRITAL;6081;1404;4677;G;0;;;;0;0
20240410;160303;2022;LORETO;LORETO;TIGRE;SELVA;DISTRITAL;7622;2080;5542;G;0;;;;0;0
20240410;160304;2022;LORETO;LORETO;TROMPETEROS;SELVA;DISTRITAL;11281;2810;8471;G;0;;;;0;0
20240410;160305;2022;LORETO;LORETO;URARINAS;SELVA;DISTRITAL;14079;2908;11171;G;0;;;;0;0
20240410;160401;2022;LORETO;MARISCAL RAMON CASTILLA;RAMON CASTILLA;SELVA;PROVINCIAL;24655;12928;11727;B;0;;;;0;0
20240410;160402;2022;LORETO;MARISCAL RAMON CASTILLA;PEBAS;SELVA;DISTRITAL;12538;3786;8752;G;0;;;;0;0
20240410;160403;2022;LORETO;MARISCAL RAMON CASTILLA;YAVARI;SELVA;DISTRITAL;9998;1837;8161;G;0;;;;0;0
20240410;160404;2022;LORETO;MARISCAL RAMON CASTILLA;SAN PABLO;SELVA;DISTRITAL;12762;3548;9214;G;0;;;;0;0
20240410;160501;2022;LORETO;REQUENA;REQUENA;SELVA;PROVINCIAL;28209;25059;3150;A;0;;;;0;0
20240410;160502;2022;LORETO;REQUENA;ALTO TAPICHE;SELVA;DISTRITAL;1579;621;958;F;0;;;;0;0
20240410;160503;2022;LORETO;REQUENA;CAPELO;SELVA;DISTRITAL;2224;1452;772;F;0;;;;0;0
20240410;160504;2022;LORETO;REQUENA;EMILIO SAN MARTIN;SELVA;DISTRITAL;6821;2807;4014;F;0;;;;0;0
20240410;160505;2022;LORETO;REQUENA;MAQUIA;SELVA;DISTRITAL;8758;2704;6054;G;0;;;;0;0
20240410;160506;2022;LORETO;REQUENA;PUINAHUA;SELVA;DISTRITAL;4498;2312;2186;F;0;;;;0;0
20240410;160507;2022;LORETO;REQUENA;SAQUENA;SELVA;DISTRITAL;3074;926;2148;G;0;;;;0;0
20240410;160508;2022;LORETO;REQUENA;SOPLIN;SELVA;DISTRITAL;706;232;474;G;0;;;;0;0
20240410;160509;2022;LORETO;REQUENA;TAPICHE;SELVA;DISTRITAL;934;488;446;F;0;;;;0;0
20240410;160510;2022;LORETO;REQUENA;JENARO HERRERA;SELVA;DISTRITAL;5065;3881;1184;E;0;;;;0;0
20240410;160511;2022;LORETO;REQUENA;YAQUERANA;SELVA;DISTRITAL;2232;785;1447;F;0;;;;0;0
20240410;160601;2022;LORETO;UCAYALI;CONTAMANA;SELVA;PROVINCIAL;28991;20373;8618;B;0;;;;0;0
20240410;160602;2022;LORETO;UCAYALI;INAHUAYA;SELVA;DISTRITAL;1698;958;740;F;0;;;;0;0
20240410;160603;2022;LORETO;UCAYALI;PADRE MARQUEZ;SELVA;DISTRITAL;3239;1255;1984;F;0;;;;0;0
20240410;160604;2022;LORETO;UCAYALI;PAMPA HERMOSA;SELVA;DISTRITAL;6078;1628;4450;G;0;;;;0;0
20240410;160605;2022;LORETO;UCAYALI;SARAYACU;SELVA;DISTRITAL;15320;5657;9663;F;0;;;;0;0
20240410;160606;2022;LORETO;UCAYALI;VARGAS GUERRA;SELVA;DISTRITAL;7495;6171;1324;E;0;;;;0;0
20240410;160701;2022;LORETO;DATEM DEL MARAÑON;BARRANCA;SELVA;PROVINCIAL;16355;10787;5568;B;0;;;;0;0
20240410;160702;2022;LORETO;DATEM DEL MARAÑON;CAHUAPANAS;SELVA;DISTRITAL;8052;983;7069;G;0;;;;0;0
20240410;160703;2022;LORETO;DATEM DEL MARAÑON;MANSERICHE;SELVA;DISTRITAL;9506;3024;6482;G;0;;;;0;0
20240410;160704;2022;LORETO;DATEM DEL MARAÑON;MORONA;SELVA;DISTRITAL;4355;1869;2486;F;0;;;;0;0
20240410;160705;2022;LORETO;DATEM DEL MARAÑON;PASTAZA;SELVA;DISTRITAL;6129;2197;3932;F;0;;;;0;0
20240410;160706;2022;LORETO;DATEM DEL MARAÑON;ANDOAS;SELVA;DISTRITAL;16425;1912;14513;G;0;;;;0;0
20240410;160801;2022;LORETO;PUTUMAYO;PUTUMAYO;SELVA;PROVINCIAL;4452;3605;847;B;0;;;;0;0
20240410;160802;2022;LORETO;PUTUMAYO;ROSA PANDURO;SELVA;DISTRITAL;608;268;340;F;0;;;;0;0
20240410;160803;2022;LORETO;PUTUMAYO;TENIENTE MANUEL CLAVERO;SELVA;DISTRITAL;2408;493;1915;G;0;;;;0;0
20240410;160804;2022;LORETO;PUTUMAYO;YAGUAS;SELVA;DISTRITAL;1610;208;1402;G;0;;;;0;0
20240410;170101;2022;MADRE DE DIOS;TAMBOPATA;TAMBOPATA;SELVA;PROVINCIAL;106751;102358;4393;A;0;;;;0;0
20240410;170102;2022;MADRE DE DIOS;TAMBOPATA;INAMBARI;SELVA;DISTRITAL;16494;10662;5832;F;0;;;;0;0
20240410;170103;2022;MADRE DE DIOS;TAMBOPATA;LAS PIEDRAS;SELVA;DISTRITAL;21575;18459;3116;D;0;;;;0;0
20240410;170104;2022;MADRE DE DIOS;TAMBOPATA;LABERINTO;SELVA;DISTRITAL;6741;5276;1465;E;0;;;;0;0
20240410;170201;2022;MADRE DE DIOS;MANU;MANU;SELVA;PROVINCIAL;2302;1111;1191;B;0;;;;0;0
20240410;170202;2022;MADRE DE DIOS;MANU;FITZCARRALD;SELVA;DISTRITAL;1570;144;1426;G;0;;;;0;0
20240410;170203;2022;MADRE DE DIOS;MANU;MADRE DE DIOS;SELVA;DISTRITAL;6363;1979;4384;F;0;;;;0;0
20240410;170204;2022;MADRE DE DIOS;MANU;HUEPETUHE;SELVA;DISTRITAL;10965;7925;3040;E;0;;;;0;0
20240410;170301;2022;MADRE DE DIOS;TAHUAMANU;IÑAPARI;SELVA;PROVINCIAL;3393;2606;787;B;0;;;;0;0
20240410;170302;2022;MADRE DE DIOS;TAHUAMANU;IBERIA;SELVA;DISTRITAL;5696;5417;279;E;0;;;;0;0
20240410;170303;2022;MADRE DE DIOS;TAHUAMANU;TAHUAMANU;SELVA;DISTRITAL;3628;1877;1751;F;0;;;;0;0
20240410;180101;2022;MOQUEGUA;MARISCAL NIETO;MOQUEGUA;COSTA;PROVINCIAL;47754;46164;1590;A;0;;;;0;0
20240410;180102;2022;MOQUEGUA;MARISCAL NIETO;CARUMAS;SIERRA;DISTRITAL;2152;1154;998;F;0;;;;0;0
20240410;180103;2022;MOQUEGUA;MARISCAL NIETO;CUCHUMBAYA;SIERRA;DISTRITAL;685;506;179;E;0;;;;0;0
20240410;180104;2022;MOQUEGUA;MARISCAL NIETO;SAMEGUA;COSTA;DISTRITAL;10104;9188;916;D;0;;;;0;0
20240410;180105;2022;MOQUEGUA;MARISCAL NIETO;SAN CRISTOBAL;SIERRA;DISTRITAL;1481;1399;82;E;0;;;;0;0
20240410;180106;2022;MOQUEGUA;MARISCAL NIETO;TORATA;SIERRA;DISTRITAL;6736;3046;3690;F;0;;;;0;0
20240410;180107;2022;MOQUEGUA;MARISCAL NIETO;SAN ANTONIO;SIERRA;DISTRITAL;29005;27613;1392;No disponible;0;;;;0;0
20240410;180201;2022;MOQUEGUA;GENERAL SANCHEZ CERRO;OMATE;SIERRA;PROVINCIAL;3002;2021;981;B;0;;;;0;0
20240410;180202;2022;MOQUEGUA;GENERAL SANCHEZ CERRO;CHOJATA;SIERRA;DISTRITAL;520;230;290;F;0;;;;0;0
20240410;180203;2022;MOQUEGUA;GENERAL SANCHEZ CERRO;COALAQUE;SIERRA;DISTRITAL;926;297;629;F;0;;;;0;0
20240410;180204;2022;MOQUEGUA;GENERAL SANCHEZ CERRO;ICHUÑA;SIERRA;DISTRITAL;2893;686;2207;G;0;;;;0;0
20240410;180205;2022;MOQUEGUA;GENERAL SANCHEZ CERRO;LA CAPILLA;SIERRA;DISTRITAL;467;77;390;G;0;;;;0;0
20240410;180206;2022;MOQUEGUA;GENERAL SANCHEZ CERRO;LLOQUE;SIERRA;DISTRITAL;431;366;65;E;0;;;;0;0
20240410;180207;2022;MOQUEGUA;GENERAL SANCHEZ CERRO;MATALAQUE;SIERRA;DISTRITAL;355;123;232;F;0;;;;0;0
20240410;180208;2022;MOQUEGUA;GENERAL SANCHEZ CERRO;PUQUINA;SIERRA;DISTRITAL;2436;1747;689;E;0;;;;0;0
20240410;180209;2022;MOQUEGUA;GENERAL SANCHEZ CERRO;QUINISTAQUILLAS;SIERRA;DISTRITAL;430;250;180;F;0;;;;0;0
20240410;180210;2022;MOQUEGUA;GENERAL SANCHEZ CERRO;UBINAS;SIERRA;DISTRITAL;1404;724;680;F;0;;;;0;0
20240410;180211;2022;MOQUEGUA;GENERAL SANCHEZ CERRO;YUNGA;SIERRA;DISTRITAL;750;427;323;F;0;;;;0;0
20240410;180301;2022;MOQUEGUA;ILO;ILO;COSTA;PROVINCIAL;71753;71289;464;A;0;;;;0;0
20240410;180302;2022;MOQUEGUA;ILO;EL ALGARROBAL;COSTA;DISTRITAL;9437;9365;72;D;0;;;;0;0
20240410;180303;2022;MOQUEGUA;ILO;PACOCHA;COSTA;DISTRITAL;4616;4596;20;D;0;;;;0;0
20240410;190101;2022;PASCO;PASCO;CHAUPIMARCA;SIERRA;PROVINCIAL;26481;26447;34;A;0;;;;0;0
20240410;190102;2022;PASCO;PASCO;HUACHON;SIERRA;DISTRITAL;4557;2867;1690;F;0;;;;0;0
20240410;190103;2022;PASCO;PASCO;HUARIACA;SIERRA;DISTRITAL;6703;6124;579;E;0;;;;0;0
20240410;190104;2022;PASCO;PASCO;HUAYLLAY;SIERRA;DISTRITAL;9182;6548;2634;E;0;;;;0;0
20240410;190105;2022;PASCO;PASCO;NINACACA;SIERRA;DISTRITAL;4144;2832;1312;E;302.66;RELLENO SANITARIO;R.S. NINACACA;GOBIERNO LOCAL;2832;300.59
20240410;190106;2022;PASCO;PASCO;PALLANCHACRA;SIERRA;DISTRITAL;1344;469;875;F;0;;;;0;0
20240410;190107;2022;PASCO;PASCO;PAUCARTAMBO;SIERRA;DISTRITAL;8528;5877;2651;E;0;;;;0;0
20240410;190108;2022;PASCO;PASCO;SAN FCO.DE ASIS DE YARUSYAC;SIERRA;DISTRITAL;3144;1580;1564;F;0;;;;0;0
20240410;190109;2022;PASCO;PASCO;SIMON BOLIVAR;SIERRA;DISTRITAL;12428;11480;948;D;0;;;;0;0
20240410;190110;2022;PASCO;PASCO;TICLACAYAN;SIERRA;DISTRITAL;2404;786;1618;F;0;;;;0;0
20240410;190111;2022;PASCO;PASCO;TINYAHUARCO;SIERRA;DISTRITAL;7421;7321;100;E;1193.39;RELLENO SANITARIO;R.S. VILLA DE PASCO;GOBIERNO LOCAL;7321;1699.34
20240410;190112;2022;PASCO;PASCO;VICCO;SIERRA;DISTRITAL;3959;3717;242;E;0;;;;0;0
20240410;190113;2022;PASCO;PASCO;YANACANCHA;SIERRA;DISTRITAL;31151;28885;2266;D;0;;;;0;0
20240410;190201;2022;PASCO;DANIEL ALCIDES CARRION;YANAHUANCA;SIERRA;PROVINCIAL;10898;8626;2272;B;0;;;;0;0
20240410;190202;2022;PASCO;DANIEL ALCIDES CARRION;CHACAYAN;SIERRA;DISTRITAL;1588;1251;337;E;0;;;;0;0
20240410;190203;2022;PASCO;DANIEL ALCIDES CARRION;GOYLLARISQUIZGA;SIERRA;DISTRITAL;1305;1151;154;E;0;;;;0;0
20240410;190204;2022;PASCO;DANIEL ALCIDES CARRION;PAUCAR;SIERRA;DISTRITAL;1685;1376;309;E;0;;;;0;0
20240410;190205;2022;PASCO;DANIEL ALCIDES CARRION;SAN PEDRO DE PILLAO;SIERRA;DISTRITAL;1308;1098;210;E;0;;;;0;0
20240410;190206;2022;PASCO;DANIEL ALCIDES CARRION;SANTA ANA DE TUSI;SIERRA;DISTRITAL;24580;5108;19472;G;0;;;;0;0
20240410;190207;2022;PASCO;DANIEL ALCIDES CARRION;TAPUC;SIERRA;DISTRITAL;1952;1848;104;E;0;;;;0;0
20240410;190208;2022;PASCO;DANIEL ALCIDES CARRION;VILCABAMBA;SIERRA;DISTRITAL;2105;1557;548;F;0;;;;0;0
20240410;190301;2022;PASCO;OXAPAMPA;OXAPAMPA;SELVA;PROVINCIAL;17643;12148;5495;B;2094.77;RELLENO SANITARIO;R.S. OXAPAMPA (JICA-BID);GOBIERNO LOCAL;12148;1823.36
20240410;190302;2022;PASCO;OXAPAMPA;CHONTABAMBA;SELVA;DISTRITAL;6773;3325;3448;F;797.71;RELLENO SANITARIO;R.S. OXAPAMPA (JICA-BID);GOBIERNO LOCAL;3325;814.86
20240410;190303;2022;PASCO;OXAPAMPA;HUANCABAMBA;SELVA;DISTRITAL;7123;3140;3983;F;668.72;RELLENO SANITARIO;R.S. OXAPAMPA (JICA-BID);GOBIERNO LOCAL;3140;671.29
20240410;190304;2022;PASCO;OXAPAMPA;PALCAZU;SELVA;DISTRITAL;7902;1972;5930;G;0;;;;0;0
20240410;190305;2022;PASCO;OXAPAMPA;POZUZO;SELVA;DISTRITAL;4174;1336;2838;G;278.59;RELLENO SANITARIO;R.S. POZUZO (JICA-BID);GOBIERNO LOCAL;1336;264.72
20240410;190306;2022;PASCO;OXAPAMPA;PUERTO BERMUDEZ;SELVA;DISTRITAL;22387;7932;14455;F;0;;;;0;0
20240410;190307;2022;PASCO;OXAPAMPA;VILLA RICA;SELVA;DISTRITAL;18466;13604;4862;E;0;RELLENO SANITARIO;R.S. VILLA RICA;GOBIERNO LOCAL;13604;2870.16
20240410;190308;2022;PASCO;OXAPAMPA;CONSTITUCION;SELVA;DISTRITAL;17961;9845;8116;F;0;;;;0;0
20240410;200101;2022;PIURA;PIURA;PIURA;COSTA;PROVINCIAL;184732;175095;9637;A;0;;;;0;0
20240410;200104;2022;PIURA;PIURA;CASTILLA;COSTA;DISTRITAL;193225;191084;2141;D;0;;;;0;0
20240410;200105;2022;PIURA;PIURA;CATACAOS;COSTA;DISTRITAL;82839;79383;3456;D;0;;;;0;0
20240410;200107;2022;PIURA;PIURA;CURA MORI;COSTA;DISTRITAL;20441;19188;1253;E;0;;;;0;0
20240410;200108;2022;PIURA;PIURA;EL TALLAN;COSTA;DISTRITAL;5643;5207;436;E;0;;;;0;0
20240410;200109;2022;PIURA;PIURA;LA ARENA;COSTA;DISTRITAL;42102;37661;4441;D;0;;;;0;0
20240410;200110;2022;PIURA;PIURA;LA UNION;COSTA;DISTRITAL;45471;44303;1168;D;0;;;;0;0
20240410;200111;2022;PIURA;PIURA;LAS LOMAS;COSTA;DISTRITAL;29345;11146;18199;F;0;;;;0;0
20240410;200114;2022;PIURA;PIURA;TAMBO GRANDE;COSTA;DISTRITAL;128004;42021;85983;D;0;;;;0;0
20240410;200115;2022;PIURA;PIURA;VEINTISEIS DE OCTUBRE;COSTA;DISTRITAL;197261;197139;122;D;0;;;;0;0
20240410;200201;2022;PIURA;AYABACA;AYABACA;COSTA;PROVINCIAL;32156;5174;26982;B;0;;;;0;0
20240410;200202;2022;PIURA;AYABACA;FRIAS;COSTA;DISTRITAL;21201;2037;19164;G;0;;;;0;0
20240410;200203;2022;PIURA;AYABACA;JILILI;COSTA;DISTRITAL;2642;194;2448;G;0;;;;0;0
